Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"NJ Smith-Vickery","Frozen in Fear: Machine Learning Unveils Sex Differences in Rats' Freezing Postures and Defensive Reactions",2023,"","search.proquest.com","https://search.proquest.com/openview/3ef95a3d9d09da1396497c1adafe17e3/1?pq-origsite=gscholar&cbl=18750&diss=y","",374,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"Females are twice as likely as males to be diagnosed with anxiety-related disorders, yet they are underrepresented in preclinical research. We investigated fear responses in female …","https://escholarship.org/content/qt4766h13r/qt4766h13r.pdf","https://scholar.google.com/scholar?q=related:jXmKOpDlp3YJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
3,"C Winters, W Gorssen, M Wöhr…","BAMBI: A new method for automated assessment of bidirectional early-life interaction between maternal behavior and pup vocalization in mouse dam-pup …",2023,"Frontiers in Behavioral …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnbeh.2023.1139254/full","https://scholar.google.com/scholar?cites=14218933487580760792&as_sdt=2005&sciodt=2007&hl=en",375,"2024-02-14 17:48:04","HTML","10.3389/fnbeh.2023.1139254","","",,,,,3,3.00,1,4,1,"… using k-means clustering in DLC and labeled manually. Additionally, using the original model 10 extra outlier frames per video were extracted using the DLC “jump” algorithm. Labels in …","https://www.frontiersin.org/articles/10.3389/fnbeh.2023.1139254/full","https://scholar.google.com/scholar?q=related:2Eoo_KvMU8UJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"S Halim","Contribution of ventral pallidal cholinergic neurons to behavioral despair and fear learning",2022,"","193.140.201.98","http://193.140.201.98/handle/123456789/15720","",376,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… , and the duration spent in each quadrant during the training trials was analyzed using DLC. … , velocity, and the time spent along the periphery and in the center was analyzed using DLC. …","http://193.140.201.98/bitstream/handle/123456789/15720/b2776725.037339.001.PDF?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:pLG7XCImLUQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"IA Favre-Bulle, E Muller, C Lee, LA Scholz, J Arnold…","Brain-wide impacts of sedation on spontaneous activity and auditory processing in larval zebrafish",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2024.01.29.577877.abstract","",377,"2024-02-14 17:48:04","","10.1101/2024.01.29.577877.abstract","","",,,,,0,0.00,0,6,1,"… fish automatically, we employed DeepLabCut (DLC)(Mathis et al. 2018). 153 DLC is a deep … DeepLabCut: markerless pose estimation of 688 user-defined body parts with deep learning'…","https://www.biorxiv.org/content/10.1101/2024.01.29.577877.full.pdf","https://scholar.google.com/scholar?q=related:TwVDHZHTWZAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"ES Schaffer, N Mishra, MR Whiteway, W Li…","The spatial and temporal structure of neural activity across the fly brain",2023,"Nature …","nature.com","https://www.nature.com/articles/s41467-023-41261-2","https://scholar.google.com/scholar?cites=15041866233822624358&as_sdt=2005&sciodt=2007&hl=en",378,"2024-02-14 17:48:04","HTML","","","",,,,,4,4.00,1,5,1,"… DeepLabCut (DLC) 69 GUI. We then trained DGP on these frames, which augments the supervised loss of DLC … the pose estimation, even after post hoc smoothing of the DLC markers. …","https://www.nature.com/articles/s41467-023-41261-2","https://scholar.google.com/scholar?q=related:Zrrw-aRxv9AJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"Z Ripic","Validation of an Artificial Intelligence-based Markerless Motion Capture System for Clinical Gait Analysis",2022,"","scholarship.miami.edu","https://scholarship.miami.edu/view/pdfCoverPage?instCode=01UOML_INST&filePid=13413928650002976&download=true","",379,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,2,"Accurate quantification of human motion is essential to understand mechanisms of performance, disease, or musculoskeletal injury. Historically, the field of human movement science …","https://scholarship.miami.edu/view/pdfCoverPage?instCode=01UOML_INST&filePid=13413928650002976&download=true","https://scholar.google.com/scholar?q=related:_kfYrsRlC24J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
8,"KM Mah, A Torres-Espín, BW Hallworth, JL Bixby…","Automation of training and testing motor and related tasks in pre-clinical behavioural and rehabilitative neuroscience",2021,"Experimental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014488621000522","https://scholar.google.com/scholar?cites=728570816759621806&as_sdt=2005&sciodt=2007&hl=en",380,"2024-02-14 17:48:04","","","","",,,,,8,2.67,2,5,3,"… real-time tracking of labels that DeepLabCut was already able to … DeepLabCut has some limitations that should be considered prior to usage. The high accuracy at which DeepLabCut is …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10443427/","https://scholar.google.com/scholar?q=related:rmisNkxnHAoJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
10,"M Bohic, LA Pattison, ZA Jhumka, H Rossi…","Mapping the neuroethological signatures of pain, analgesia, and recovery in mice",2023,"Neuron","cell.com","https://www.cell.com/neuron/pdf/S0896-6273(23)00464-6.pdf","https://scholar.google.com/scholar?cites=13999703844281322792&as_sdt=2005&sciodt=2007&hl=en",381,"2024-02-14 17:48:04","","","","",,,,,10,10.00,2,5,1,"… As inputs, we used two positions within the hind paw and two reference points as identified with the deep neural network DeepLabCut (see STAR Methods). B-SOiD then identified and …","","https://scholar.google.com/scholar?q=related:KA0PB3nwSMIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Burton, Z Wang, D Song, S Tran, J Hanna, J Bakall…","A high power, fully implanted and battery free platform for chronic functional electrical stimulation enabled by passive resonator antenna design.",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-2286467/latest","",382,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,7,2,"… Movements evoked by spinal and muscle stimulation are monitored by kinematic tracking of the limb with DeepLabCut (DLC), with the magnitude of the evoked movement quanti ed as …","https://www.researchsquare.com/article/rs-2286467/latest.pdf","https://scholar.google.com/scholar?q=related:7rX9IFV7DeUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"CA Murphy, YH Chang, R Pareta, JN Li, RA Slivicki…","Modeling features of addiction with an oral oxycodone self-administration paradigm",2021,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2021.02.08.430180.abstract","https://scholar.google.com/scholar?cites=1074964236503541766&as_sdt=2005&sciodt=2007&hl=en",383,"2024-02-14 17:48:04","","10.1101/2021.02.08.430180.abstract","","",,,,,2,0.67,0,6,3,"… Markerless pose estimation was done using DeepLabCut TM (DLC, version 2.2b6 [46,47]): 12 … DLC tracking data and generated videos were then imported to the Simple Behavioral …","https://www.biorxiv.org/content/biorxiv/early/2021/03/06/2021.02.08.430180.full.pdf","https://scholar.google.com/scholar?q=related:BugKF0cK6w4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"MR Oyaga, SKE Koekkoek, A Badura","Behavioral and molecular underpinnings of performance variability in eyeblink conditioning in male and female mice",,"scholar.archive.org","","https://scholar.archive.org/work/g7kmoxqrczcovlj67ajdz3okya/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/11/02/2021.10.15.464518.full.pdf","",384,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,3,,"… different body parts and get a meaningful movement output, we used DeepLabCut (DLC), a … A) Top: Example view of tracking with DeepLabCut. Bottom: Example tracking traces (Y …","https://scholar.archive.org/work/g7kmoxqrczcovlj67ajdz3okya/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/11/02/2021.10.15.464518.full.pdf","https://scholar.google.com/scholar?q=related:gv8A0CImF2AJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"J Bordes","Combination of deep behavioral phenotyping with brain region and cell type specific manipulations of FKBP51",2023,"","edoc.ub.uni-muenchen.de","https://edoc.ub.uni-muenchen.de/32742/","",385,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… DLC utilizes deep neural networks that enable quick and easy markerless pose estimation and only need little training data to achieve human-level accuracy for object recognition (…","https://edoc.ub.uni-muenchen.de/32742/1/Bordes_Joeri.pdf","https://scholar.google.com/scholar?q=related:MfkOw6e1uvwJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"EG Cabezas-Bou","Deep Learning Approaches to Understand Sensory Neuron Activity and Goal-Directed Behaviors in Freely Moving C. Elegans",2023,"","search.proquest.com","https://search.proquest.com/openview/36556595cdb380184fd96d02f21ef4d3/1?pq-origsite=gscholar&cbl=18750&diss=y","",386,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… 4.3 Development of a deep learning approach (CNN through DeepLabCut) to detect and quantify worm body parts for high-resolution behavioral analysis ........................................................…","","https://scholar.google.com/scholar?q=related:lIM2KfbpnJwJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
12,"A Schneider, C Zimmermann, M Alyahyay…","3D pose estimation enables virtual head fixation in freely moving rats",2022,"Neuron","cell.com","https://www.cell.com/neuron/pdf/S0896-6273(22)00364-6.pdf","https://scholar.google.com/scholar?cites=8034043596733415735&as_sdt=2005&sciodt=2007&hl=en",387,"2024-02-14 17:48:04","PDF","","","",,,,,12,6.00,3,4,2,"… For comparison, we trained DLC, a popular tool for 2D keypoint … During visual qualitative comparison, it became clear that DLC … FreiPose also outperformed DLC in terms of reliability (…","https://www.cell.com/neuron/pdf/S0896-6273(22)00364-6.pdf","https://scholar.google.com/scholar?q=related:NwFMxRWofm8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"S Agezo","Quantifying animal social behavior during pair bond formation",2023,"","search.proquest.com","https://search.proquest.com/openview/f29d74503dc6c66749772f236491b23f/1?pq-origsite=gscholar&cbl=18750&diss=y","",388,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… We tracked the postures of voles during the early phase (3hrs) of a 48-hr cohabitation by leveraging the advances in deep-learning algorithms such as DeepLabCut. However, these …","","https://scholar.google.com/scholar?q=related:i2lFdCdF44QJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"B Chong, T Wang, E Erickson, PJ Bergmann…","Coordinating tiny limbs and long bodies: Geometric mechanics of diverse undulatory lizard locomotion",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2201.09312","https://scholar.google.com/scholar?cites=1726376342809671002&as_sdt=2005&sciodt=2007&hl=en",389,"2024-02-14 17:48:04","","","","",,,,,1,0.50,0,5,2,"… Positional data were extracted from videos with animal pose estimation software DeepLabCut (DLC) [28]. Ten frames from each video were extracted and manually labeled. DLC would …","https://arxiv.org/pdf/2201.09312","https://scholar.google.com/scholar?q=related:WvXOFSNS9RcJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
3,"K Choi, E Piasini, E Díaz-Hernández…","Distributed processing for value-based choice by prelimbic circuits targeting anterior-posterior dorsal striatal subregions in male mice",2023,"Nature …","nature.com","https://www.nature.com/articles/s41467-023-36795-4","https://scholar.google.com/scholar?cites=17827394096955793567&as_sdt=2005&sciodt=2007&hl=en",390,"2024-02-14 17:48:04","HTML","","","",,,,,3,3.00,1,4,1,"… that were detected by DeepLabCut (DLC) software (Version 2.2.0.6) . We labeled 8 reference videos and more than 50 frames/video to train the DLC network using resnet_50 network (…","https://www.nature.com/articles/s41467-023-36795-4","https://scholar.google.com/scholar?q=related:nyDyQ3qgZ_cJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Privitera","The locus coeruleus noradrenergic system in stress: Shaping the pupillary and transcriptomic stress response",2023,"","research-collection.ethz.ch","https://www.research-collection.ethz.ch/handle/20.500.11850/614356","",391,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… also used the recently described motion-tracking software DeepLabCut (DLC) [26,27] for precise, … All tracking in this report was performed with DeepLabCut, and all analyses use linear …","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/614356/1/05.02.23_PhDThesisohneCVMattiaPrivitera_pdfA.pdf","https://scholar.google.com/scholar?q=related:01ZuMkQinI4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Moro","Markerless Human Motion Analysis.",2022,"","core.ac.uk","https://core.ac.uk/download/pdf/512043047.pdf","",392,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,2,"… deeplabcut (dlc). One of the most important features detector is DeepLabCut (DLC) [Mathis et al., 2018]. This detector, in its first implementation, starts from part of the architecture …","https://core.ac.uk/download/pdf/512043047.pdf","https://scholar.google.com/scholar?q=related:N1GbOzF6eSQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Broomer, N Beacher, MW Wang, DT Lin","Examining a Punishment-Related Brain Circuit with Miniature Fluorescence Microscopes and Deep Behavior Mapping",,"Available at SSRN 4623000","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4623000","",393,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,4,,"… Deep learning algorithms such as DeepLabCut (DLC) [56] are used to train pose estimation models that refer to a series of experimenter-labelled points (eg, the animal’s head, tail, ears…","","https://scholar.google.com/scholar?q=related:slNBc1IZ3KEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"C Akmese, C Sevinc, S Halim, G Unal","Differential role of GABAergic and cholinergic ventral pallidal neurons in behavioral despair, conditioned fear memory and active coping",2023,"Progress in Neuro …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0278584623000465","https://scholar.google.com/scholar?cites=12472871903592063477&as_sdt=2005&sciodt=2007&hl=en",394,"2024-02-14 17:48:04","","","","",,,,,4,4.00,1,4,1,"… closed arms and the number of crossings between the arms were recorded using DLC. … spent in each quadrant and the total distance swam were recorded and analyzed in the DLC. …","https://www.biorxiv.org/content/biorxiv/early/2022/07/22/2022.07.21.500949.full.pdf","https://scholar.google.com/scholar?q=related:9SGOhumKGK0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"H Ho, N Kejzar, H Sasaguri, T Saito, TC Saido…","A fully automated home cage for long-term continuous phenotyping of mouse cognition and behavior",2023,"Cell Reports …","cell.com","https://www.cell.com/cell-reports-methods/pdf/S2667-2375(23)00168-6.pdf","https://scholar.google.com/scholar?cites=9900619421867279321&as_sdt=2005&sciodt=2007&hl=en",395,"2024-02-14 17:48:04","PDF","","","",,,,,2,2.00,0,6,1,"… The starting architecture (pre-trained on ImageNet) was retrained for mouse tracking within the smart-Kage using transfer learning implemented in DeepLabCut (DLC)23 software and a …","https://www.cell.com/cell-reports-methods/pdf/S2667-2375(23)00168-6.pdf","https://scholar.google.com/scholar?q=related:2YO7kOgQZokJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Friedrich, AJ Roenn, C Palmisano, J Alty…","Visual perceptive deep learning for smartphone video-based tremor analysis: VIPER-Tremor",2023,"","opus.bibliothek.uni-augsburg.de","https://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/index/index/docId/110898","",396,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,5,1,"… to track 29 upper body landmarks from diverse clinical videos (henceforth DLC-RCNN). 1489 … DeepLabCut code is openly available (https://github.com/DeepLabCut/DeepLabCut). The …","https://opus.bibliothek.uni-augsburg.de/opus4/files/110898/110898.pdf","https://scholar.google.com/scholar?q=related:EjTYnfJwexIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
48,"AI Hsu, EA Yttri","B-SOiD: an open source unsupervised algorithm for discovery of spontaneous behaviors",2019,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/770271.abstract","https://scholar.google.com/scholar?cites=11719044706544779286&as_sdt=2005&sciodt=2007&hl=en",397,"2024-02-14 17:48:04","","10.1101/770271.abstract","","",,,,,48,9.60,24,2,5,"… Upon DeepLabCut estimating the positions of 6 body parts (snout, the 4 paws, and the base of the tail), our software performs novel expectation maximization fitting of Gaussian mixture …","https://www.biorxiv.org/content/10.1101/770271.full.pdf","https://scholar.google.com/scholar?q=related:FgCGCBJpoqIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
13,"B Chong, YO Aydin, JM Rieser…","A general locomotion control framework for multi-legged locomotors",2022,"Bioinspiration & …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1748-3190/ac6e1b/meta","https://scholar.google.com/scholar?cites=12334188335614600149&as_sdt=2005&sciodt=2007&hl=en",398,"2024-02-14 17:48:04","","10.1088/1748-3190/ac6e1b","","",,,,,13,6.50,3,4,2,"… Positional data were extracted from videos with animal pose estimation software DeepLabCut (DLC) [73]. Ten frames from each video were extracted and manually labeled. DLC would …","https://arxiv.org/pdf/2112.00662","https://scholar.google.com/scholar?q=related:1SMTIfHWK6sJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"JF Schweihoff","Ai-based, behavior dependent approaches for connectomic reconstruction of neuronal circuits",2022,"","bonndoc.ulb.uni-bonn.de","https://bonndoc.ulb.uni-bonn.de/xmlui/handle/20.500.11811/9702","",399,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"Characterizing the functional architecture of neuronal circuits that underly complex behavior requires identifying active neuronal ensembles during behavioral expressions of interest. …","https://bonndoc.ulb.uni-bonn.de/xmlui/bitstream/handle/20.500.11811/9702/6591.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:SdFKDRpd4TcJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Pitsiani","Computations in L4 Barrel Cortex During Texture Discrimination",2022,"","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10148083/","",400,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… Figure 11 DLC labelling of a single whisker for tracing................................. 74 Figure 12 Mice learned to discriminate between rough and smooth texture and perform a two-texture, two-…","https://discovery.ucl.ac.uk/id/eprint/10148083/2/pitsiani_thesis_for_submission.pdf","https://scholar.google.com/scholar?q=related:Sr_-xR-4mbcJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Megemont, LS Tortorelli, J McBurney-Lin, JY Cohen…","Simultaneous recordings of pupil size variation and locus coeruleus activity in mice",2024,"STAR protocols","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666166723007529","",401,"2024-02-14 17:48:04","HTML","","","",,,,,0,0.00,0,5,1,"… Caution: The video quality greatly impacts the accuracy of DeepLabCut pupil tracking. High … We recommend following the directions on the DeepLabCut website to choose the best …","https://www.sciencedirect.com/science/article/pii/S2666166723007529","https://scholar.google.com/scholar?q=related:QyAbAvWMthMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"BR Stanfield","The Role of Tyrosine Hydroxylase-Expressing Interneurons in Striatal Activity and Operant Behavior",2023,"","search.proquest.com","https://search.proquest.com/openview/e4ca6bf132ba079b03dc91541205eb72/1?pq-origsite=gscholar&cbl=18750&diss=y","",402,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"The striatum contains a rich variety of interneuron subtypes with a highly specific synaptic organization. One of these subtypes, the tyrosine hydroxylase containing interneuron (THIN) …","https://rucore.libraries.rutgers.edu/rutgers-lib/70753/PDF/1/play/","https://scholar.google.com/scholar?q=related:sCDAtRkrFvkJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Kaufmann","A custom computer vision algorithm for data analysis in a chronic ovine in-vivo trial",2022,"","research-collection.ethz.ch","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/575731/1/Kaufmann_Andreas.pdf","",403,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,2,"… In this work, I use a method implemented by a framework called deep lab cut (DLC) [38, 40]. The process of the calculation of the matrices is called camera calibration. Under the hood, …","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/575731/1/Kaufmann_Andreas.pdf","https://scholar.google.com/scholar?q=related:wbB4GRIGOJUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"L Miranda, J Bordes, B Pütz, MV Schmidt…","DeepOF: a Python package for supervised and unsupervised pattern recognition in mice motion tracking data",2023,"Journal of Open …","joss.theoj.org","https://joss.theoj.org/papers/10.21105/joss.05394.pdf","https://scholar.google.com/scholar?cites=15034621259343378153&as_sdt=2005&sciodt=2007&hl=en",404,"2024-02-14 17:48:04","PDF","10.21105/joss.05394","","",,,,,1,1.00,0,5,1,"… The package is designed to work with various types of DeepLabCut input (single and multi… Upon creating a project, DLC data can be loaded and preprocessed before annotating it …","https://joss.theoj.org/papers/10.21105/joss.05394.pdf","https://scholar.google.com/scholar?q=related:6bay52C0pdAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"International Brain Lab, B Benson, J Benson, D Birman…","A Brain-Wide Map of Neural Activity during Complex Behaviour",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.07.04.547681.abstract","https://scholar.google.com/scholar?cites=11425075371842892988&as_sdt=2005&sciodt=2007&hl=en",405,"2024-02-14 17:48:04","","10.1101/2023.07.04.547681.abstract","","",,,,,4,4.00,1,5,1,"… of cases, the mice embody their block-based expectations about the upcoming stimulus in a form of externally observable pose or movement that we can extract with DeepLabCut30 (Fig…","https://www.biorxiv.org/content/10.1101/2023.07.04.547681.full.pdf","https://scholar.google.com/scholar?q=related:vHTCnoQFjp4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"L Jahn, F Wörgötter, T Kulvicius","Comparison of Motion Encoding Frameworks on Human Manipulation Actions",2022,"arXiv preprint arXiv:2211.13024","arxiv.org","https://arxiv.org/abs/2211.13024","",406,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,3,2,"… the knuckles and wrist in the 2D images using DeepLabCut (DLC) [19], a neural … DLC’s neural network, we labeled 1000 frames out of all recordings. They were chosen by DeepLabCut …","https://arxiv.org/pdf/2211.13024","https://scholar.google.com/scholar?q=related:TyHmxqTqxUAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"Y Salgirli Demirbas, S Isparta, B Saral…","Acute and chronic stress alter behavioral laterality in dogs",2023,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-023-31213-7","https://scholar.google.com/scholar?cites=8579048250062254995&as_sdt=2005&sciodt=2007&hl=en",407,"2024-02-14 17:48:04","HTML","","","",,,,,4,4.00,1,4,1,"… aimed to measure during the OFT by using the DeepLabCut. … In this study, DLC was used for the first time while analyzing the … a foreign object was evaluated with DLC for the first time in …","https://www.nature.com/articles/s41598-023-31213-7","https://scholar.google.com/scholar?q=related:k7Pl_-3mDncJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"H Hu, D Xiao, H Rhodin…","Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders",2022,"Journal of Parkinson's …","content.iospress.com","https://content.iospress.com/articles/journal-of-parkinsons-disease/jpd223351","https://scholar.google.com/scholar?cites=15280450351694723196&as_sdt=2005&sciodt=2007&hl=en",408,"2024-02-14 17:48:04","HTML","","","",,,,,1,0.50,0,4,2,"… of different human 3D pose estimators (assessed using reprojection) was up to 90% when compared to the human ground truth or a computer vision-based algorithm DeepLabCut (DLC…","https://content.iospress.com/articles/journal-of-parkinsons-disease/jpd223351","https://scholar.google.com/scholar?q=related:fLjBtKIQD9QJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"MI Sotelo, C Markunas, T Kudlak, C Kohtz…","Neurophysiological and behavioral synchronization in group-living and sleeping mice",2024,"Current Biology","cell.com","https://www.cell.com/current-biology/pdf/S0960-9822(23)01652-4.pdf","https://scholar.google.com/scholar?cites=17571578916596320123&as_sdt=2005&sciodt=2007&hl=en",409,"2024-02-14 17:48:04","","","","",,,,,2,2.00,0,5,1,"… First, we performed pose estimation via DeepLabCut (DLC)25,26 to identify and track mice. We annotated two back keypoints for each mouse, which remained predominantly visible …","https://www.vyssotski.ch/Publications/CurrBiol2023.pdf","https://scholar.google.com/scholar?q=related:e4d3Ku3J2vMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"J Wang, P Karbasi, L Wang, JP Meeks","A layered, hybrid machine learning analytic workflow for mouse risk assessment behavior",2023,"eneuro","eneuro.org","https://www.eneuro.org/content/10/1/ENEURO.0335-22.2022.abstract","https://scholar.google.com/scholar?cites=3150745373971856487&as_sdt=2005&sciodt=2007&hl=en",410,"2024-02-14 17:48:04","","","","",,,,,1,1.00,0,4,1,"… We used DeepLabCut to estimate the positions of mouse body parts. Positional features were calculated using DeepLabCut outputs and were used to train RF and HMM models with …","https://www.eneuro.org/content/10/1/ENEURO.0335-22.2022","https://scholar.google.com/scholar?q=related:ZzxMaTmyuSsJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
5,"JT Schultz, RL Cieri, T Proost, R Pilai…","Tail base deflection but not tail curvature varies with speed in lizards: results from an automated tracking analysis pipeline",2021,"Integrative and …","academic.oup.com","https://academic.oup.com/icb/article-abstract/61/5/1769/6261763","https://scholar.google.com/scholar?cites=13824916858402503041&as_sdt=2005&sciodt=2007&hl=en",411,"2024-02-14 17:48:04","","","","",,,,,5,1.67,1,5,3,"… of the DLC networks, however, gives time to filter out bad results. DeepLabCut provides tools to do … For our study, we found that splitting the lizards by their family and training one DLC …","https://research.usc.edu.au/esploro/fulltext/journalArticle/Tail-base-deflection-but-not-tail/99533108102621?repId=12146679220002621&mId=13146679210002621&institution=61USC_INST","https://scholar.google.com/scholar?q=related:gfljmqL4278J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"TJ Onofrychuk","Assessing the Neural Circuits and Behavioral Manifestations of Working Memory in Rats",2023,"","harvest.usask.ca","https://harvest.usask.ca/handle/10388/14723","",412,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… DLC is powerful as it is capable of tracking multiple points-of-interest across species, it uses ML-based algorithms which are more precise than tracking based on pixel intensity changes…","https://harvest.usask.ca/bitstream/handle/10388/14723/ONOFRYCHUK-THESIS-2023.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:9NNb0k5Q3AQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"AA Balaceanu","Design and implementation of automatic hand's pose classification systems for multiple sclerosis patients perfoming the Nine-Hole Peg Test",2023,"","oa.upm.es","https://oa.upm.es/id/eprint/75262","",413,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… Specially designed for the aforementioned purpose, DeepLabCut (DLC) is an open source package running over Python, that was developed by the Mathis Group and Mathis Lab at …","https://oa.upm.es/75262/1/TESIS_MASTER-ANDREEA_ALINA_BALACEANU.pdf","https://scholar.google.com/scholar?q=related:mTtpp3oH-fkJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
